Pääluokan numero;Pääluokan nimi;Menoluvun numero;Menoluvun nimi;Menomomentin numero;Menomomentin nimi;Menomomentin info-osa;Määräraha;Aiemmin budjetoitu IX lisätalousarvio 2023;Aiemmin budjetoitu VIII lisätalousarvio 2023;Aiemmin budjetoitu VII lisätalousarvio 2023;Aiemmin budjetoitu VI lisätalousarvio 2023;Aiemmin budjetoitu V lisätalousarvio 2023;Aiemmin budjetoitu IV lisätalousarvio 2023;Aiemmin budjetoitu III lisätalousarvio 2023;Aiemmin budjetoitu II lisätalousarvio 2023;Aiemmin budjetoitu I lisätalousarvio 2023;Aiemmin budjetoitu 2023;Toteutuma 2023;Toteutuma 2022
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";80;"Siirrot Ahvenanmaan maakunnalle";34;"Ahvenanmaan verotasoitus";"";109300000;;;;;;;;;18451000;96000000;;84800000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";89;"Hyvinvointialueiden ja HUS-yhtymän rahoitus";31;"Hyvinvointialueiden ja HUS-yhtymän sosiaali- ja terveydenhuollon sekä pelastustoimen rahoitus";"";24648062000;;;;;;;;;155600000;20634122000;;1860440000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";89;"Hyvinvointialueiden ja HUS-yhtymän rahoitus";32;"Hyvinvointialueiden lisärahoitus";"";1000000;;;;;;;;;;1000000;;
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";90;"Kuntien tukeminen";30;"Valtionosuus kunnille peruspalvelujen järjestämiseen";"";2576100000;;;;;;;;;;2751900000;;7986435458
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";90;"Kuntien tukeminen";31;"Kuntien yhdistymisen taloudellinen tuki";"";11400000;;;;;;;;;;11400000;;1050000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";90;"Kuntien tukeminen";35;"Valtion korvaus kunnille veroperustemuutoksista aiheutuvista verotulojen menetyksistä";"";863000000;;;;;;;;;;851000000;;2749400018
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";91;"Työllisyyden ja elinkeinoelämän tukeminen";41;"Energiaverotuki";"";70000000;;;;;;;;;;82000000;;144341487
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";91;"Työllisyyden ja elinkeinoelämän tukeminen";80;"Lainat ja takaukset sähkön johdannaismarkkinoilla toimiville yhteisöille";"";0;;;;;;;;;;0;;10000000000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";92;"EU ja kansainväliset järjestöt";03;"Rahoitusvakausviraston toimintamenot";"";8080000;;;;;;;;;38000;6135000;;10259000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";92;"EU ja kansainväliset järjestöt";20;"Euroopan unionin osallistuminen matkamenojen korvauksiin";"";1400000;;;;;;;;;;1000000;;1800000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";92;"EU ja kansainväliset järjestöt";40;"Isäntämaakorvaus Pohjoismaiden Investointipankille";"";13800000;;;;;;;;;;13256000;;13236152
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";92;"EU ja kansainväliset järjestöt";67;"Kansainvälisille rahoituslaitoksille annettujen sitoumusten lunastaminen";"";10000;;;;;;;;;;170000;;0
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";92;"EU ja kansainväliset järjestöt";68;"Suomen osuus Kansainvälisen jälleenrakennus- ja kehityspankin sekä Kansainvälisen rahoitusyhtiön peruspääoman korottamisesta";"";6200000;;;;;;;;;;14600000;;14809421
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";92;"EU ja kansainväliset järjestöt";69;"Maksut Euroopan unionille";"";2286000000;;;;;;;;;-110000000;2498000000;;2605000000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";92;"EU ja kansainväliset järjestöt";95;"Valtion takaus- ja takuusuoritukset";"";12080000;;;;;;;;;;28630000;;96390
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";99;"Erikseen budjetoidut valtionhallinnon menot";95;"Satunnaiset säädösperusteiset menot";"";300000;;;;;;;;;;300000;;0
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";99;"Erikseen budjetoidut valtionhallinnon menot";96;"Ennakoimattomat menot";"";2000000;;;;;;;;;;2000000;;2000000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";99;"Erikseen budjetoidut valtionhallinnon menot";97;"Valtion saatavien turvaaminen";"";250000;;;;;;;;;;250000;;87674
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";99;"Erikseen budjetoidut valtionhallinnon menot";98;"Kassasijoitusten riskienhallinta";"";1000;;;;;;;;;;8300000;;18535541
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";01;"Opetus- ja kulttuuriministeriön toimintamenot";"";14849000;;;;;;;;;;22077000;;20330000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";02;"Opetushallituksen toimintamenot";"";64034000;;;;;;;;;;67576000;;64351000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";03;"Opetushallituksen yhteydessä toimivien viranomaisten toimintamenot";"";12675000;;;;;;;;;;9598000;;5058000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";04;"Jatkuvan oppimisen ja työllisyyden palvelukeskuksen toimintamenot ";"";15840000;;;;;;;;;;39820000;;33608487
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";05;"Suomen Akatemian toimintamenot";"29.40.01";13539000;;;;;;;;;;11988000;;12086000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";06;"Kansallisarkiston toimintamenot ";"29.40.02";21320000;;;;;;;;;;23055000;;20168000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";07;"Kotimaisten kielten keskuksen toimintamenot";"29.40.03";5069000;;;;;;;;;;4488000;;4589000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";08;"Varastokirjaston toimintamenot";"29.40.04";1767000;;;;;;;;;;2219000;;1688000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";09;"Opintotuen muutoksenhakulautakunnan toimintamenot";"29.70.01";681000;;;;;;;;;;651000;;652000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";10;"Taiteen edistämiskeskuksen toimintamenot";"29.80.01";6966000;;;;;;;;;;4450000;;38610000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";11;"Suomenlinnan hoitokunnan toimintamenot";"29.80.03";2723000;;;;;;;;;;2255000;;2816000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";12;"Museoviraston toimintamenot";"29.80.04";26132000;;;;;;;;;;24548000;;24181000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";13;"Saavutettavuuskirjasto Celian toimintamenot";"29.80.05";5750000;;;;;;;;;;5590000;;5669000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";14;"Kansallisen audiovisuaalisen instituutin toimintamenot";"29.80.06";7407000;;;;;;;;;;7460000;;7239000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";21;"Kansainvälinen yhteistyö";"";2516000;;;;;;;;;;2337000;;1807000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";29;"Opetus- ja kulttuuriministeriön hallinnonalan arvonlisäveromenot";"";36282000;;;;;;;;;;34000000;;33845321
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";30;"Lasten ja nuorten harrastustoiminta";"";14500000;;;;;;;;;;14500000;;19500000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";50;"Eräät avustukset";"";1547000;;;;;;;;;;1597000;;1597000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";51;"Avustukset kirkolliseen ja uskonnolliseen toimintaan";"";3549000;;;;;;;;;;3807000;;3782000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";52;"Valtion rahoitus evankelis-luterilaisen kirkon yhteiskunnallisiin tehtäviin";"";124501000;;;;;;;;;;122661000;;118856000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";53;"Jatkuvan oppimisen ja osaamisen kehittäminen";"";6348000;;;;;;;;;;13348000;;17614000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";01;"Hallinto, kirkollisasiat ja toimialan yhteiset menot";66;"Rahoitusosuudet kansainvälisille järjestöille";"";2246000;;;;;;;;;;2246000;;2117385
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";10;"Varhaiskasvatus, esi- ja perusopetus ja vapaa sivistystyö";01;"Valtion yleissivistävän koulutuksen toimintamenot";"";42099000;;;;;;;;;;40066000;;41828000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";10;"Varhaiskasvatus, esi- ja perusopetus ja vapaa sivistystyö";20;"Perusopetuksen, varhaiskasvatuksen ja vapaan sivistystyön yhteiset menot";"";74750000;;;;;;;;;23500000;25230000;;172439000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";10;"Varhaiskasvatus, esi- ja perusopetus ja vapaa sivistystyö";30;"Valtionosuus ja -avustus esi- ja perusopetuksen ja varhaiskasvatuksen käyttökustannuksiin";"";534419000;;;;;;;;;;666777000;;537422346
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";10;"Varhaiskasvatus, esi- ja perusopetus ja vapaa sivistystyö";31;" Valtionosuus ja -avustus vapaan sivistystyön oppilaitosten käyttökustannuksiin";"";164053000;;;;;;;;;;182081000;;175898716
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";10;"Varhaiskasvatus, esi- ja perusopetus ja vapaa sivistystyö";51;"Valtionavustus järjestöille";"";7723000;;;;;;;;;;9603000;;8910800
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";20;"Ammatillinen koulutus ja lukiokoulutus";01;"Valtion ammatillisen koulutuksen toimintamenot";"";8950000;;;;;;;;;;8617000;;8503000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";20;"Ammatillinen koulutus ja lukiokoulutus";21;"Ammatillisen koulutuksen ja lukiokoulutuksen yhteiset menot";"";23137000;;;;;;;;;4600000;13296000;;23410000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";20;"Ammatillinen koulutus ja lukiokoulutus";30;"Valtionosuus ja -avustus ammatilliseen koulutukseen";"";1097081000;;;;;;;;;;1043403000;;1046762940
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";20;"Ammatillinen koulutus ja lukiokoulutus";35;"Valtionosuus ja -avustus lukiokoulutuksen käyttökustannuksiin";"";307710000;;;;;;;;;;278406000;;257161918
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";01;"Suomen Akatemian toimintamenot";"";0;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";02;"Kansallisarkiston toimintamenot ";"";0;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";03;"Kotimaisten kielten keskuksen toimintamenot";"";0;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";04;"Varastokirjaston toimintamenot";"";0;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";20;"Korkeakoululaitoksen ja tieteen yhteiset menot";"";38245000;;;;;;;;;270000;40346000;;35394000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";50;"Valtionrahoitus yliopistojen toimintaan";"";2145663000;;;;;;;;;;1999188000;;1876415000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";51;"Suomen Akatemian tutkimusmäärärahat";"";402637000;;;;;;;;;;345575000;;331877592
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";53;"Rahapelitoiminnan tuotot tieteen edistämiseen";"";0;;;;;;;;;;74715000;;71405424
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";54;"Strateginen tutkimusrahoitus";"";55631000;;;;;;;;;;55631000;;49480717
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";55;"Valtionrahoitus ammattikorkeakoulujen toimintaan";"";1000634000;;;;;;;;;;954190000;;921196000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";56;"Tiedepoliittisten tavoitteiden edistäminen";"";30409000;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";40;"Korkeakouluopetus ja tutkimus";66;"Rahoitusosuudet kansainvälisille järjestöille";"";23349000;;;;;;;;;;21453000;;21043848
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";70;"Opintotuki";01;"Opintotuen muutoksenhakulautakunnan toimintamenot";"";0;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";70;"Opintotuki";52;"Opintolainojen valtiontakaus";"";158200000;;;;;;;;;;132600000;;135917542
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";70;"Opintotuki";55;"Opintoraha ja asumislisä";"";526600000;;;;;;;;;;515200000;;467864817
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";70;"Opintotuki";57;"Korkeakouluopiskelijoiden ateriatuki";"";39500000;;;;;;;;;-5000000;35564000;;25169333
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";70;"Opintotuki";59;"Koulumatkatuki";"";104200000;;;;;;;;;-10000000;67100000;;56799327
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";01;"Taiteen edistämiskeskuksen toimintamenot";"";0;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";03;"Suomenlinnan hoitokunnan toimintamenot";"";0;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";04;"Museoviraston toimintamenot";"";0;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";05;"Saavutettavuuskirjasto Celian toimintamenot";"";0;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";06;"Kansallisen audiovisuaalisen instituutin toimintamenot";"";0;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";16;"Ylimääräiset taiteilija- ja sanomalehtimieseläkkeet";"";22417000;;;;;;;;;;21307000;;18771069
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";20;"Museoviraston kulttuuri- ja nähtävyyskohteiden tilakustannukset";"";18502000;;;;;;;;;;18502000;;17264000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";21;"Taiteen ja kulttuurin yhteiset menot";"";609000;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";30;"Valtionavustukset yleisten kirjastojen toimintaan";"";10013000;;;;;;;;;200000;4000000;;4894000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";31;"Valtionosuus ja -avustus esittävän taiteen ja museoiden käyttökustannuksiin";"";158993000;;;;;;;;;;141111000;;139932232
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";34;"Valtionosuus ja -avustus taiteen perusopetuksen käyttökustannuksiin";"";97406000;;;;;;;;;;94387000;;90441863
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";40;"Korvaus Suomenlinnan huoltoliikenteen käyttötappioon";"";252000;;;;;;;;;;252000;;85815
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";41;"Eräät käyttöoikeuskorvaukset";"";27648000;;;;;;;;;;27648000;;26648000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";50;"Avustukset taiteen ja kulttuurin edistämiseen";"";99114000;;;;;;;;;3800000;24764000;;90141000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";51;"Apurahat taiteilijoille, kirjailijoille ja kääntäjille";"";18955000;;;;;;;;;;17256000;;16678428
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";52;"Rahapelitoiminnan tuotot taiteen edistämiseen";"";0;;;;;;;;;;180053000;;159466640
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";53;"Valtionavustus tilakustannuksiin";"";28909000;;;;;;;;;;26749000;;24532869
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";55;"Digitaalisen kulttuuriperinnön saatavuus ja säilyttäminen";"";2300000;;;;;;;;;;2200000;;2100000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";56;"Valtionrahoitus kansallisten taidelaitosten toimintaan";"";65198000;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";72;"Kansallisgallerian ja valtion taideteostoimikunnan kokoelmien kartuttaminen";"";1683000;;;;;;;;;;839000;;839000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";75;"Toimitilojen ja kiinteistövarallisuuden perusparannukset ja kunnossapito";"";3249000;;;;;;;;;;4049000;;3899000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";89;"Rahoitus Suomen arkkitehtuuri- ja designmuseosäätiölle ja kiinteistöosakeyhtiölle";"";0;;;;;;;;;;2000000;;4973000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";80;"Taide ja kulttuuri";95;"Kulttuuriympäristön suojelusta aiheutuvat menot";"";40000;;;;;;;;;;40000;;0
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";90;"Liikuntatoimi";20;"Liikuntatoimen yhteiset menot";"";8026000;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";90;"Liikuntatoimi";30;"Valtionosuudet kunnille ja liikunnan koulutuskeskuksille";"29.90.52";37462000;;;;;;;;;;33798000;;53776292
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";90;"Liikuntatoimi";50;"Liikunnan ja urheilun edistäminen";"";56971000;;;;;;;;;5000000;115404000;;101459828
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";90;"Liikuntatoimi";51;"Liikunnallisen elämäntavan ja liikuntaolosuhteiden edistäminen";"";45930000;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";90;"Liikuntatoimi";56;"Liikunnan ja huippu-urheilun edistäminen";"";0;;;;;;;;;;6000000;;4700000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";91;"Nuorisotyö";20;"Nuorisotyön yhteiset menot";"";712000;;;;;;;;;;;;
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";91;"Nuorisotyö";30;"Valtionosuudet kuntien nuorisotoimeen";"29.91.52";7648000;;;;;;;;;5500000;13780000;;12578000
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";91;"Nuorisotyö";50;"Nuorisotyön edistäminen ";"";36382000;;;;;;;;;;41530000;;36328067
29;"OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA";91;"Nuorisotyö";51;"Nuorten työpajatoiminta, etsivä nuorisotyö sekä koulu- ja oppilaitosnuorisotyö";"";30000000;;;;;;;;;;22452000;;39083000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";01;"Hallinto ja tutkimus";01;"Maa- ja metsätalousministeriön toimintamenot";"";24862000;;;;;;;;;;23744000;;24148000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";01;"Hallinto ja tutkimus";05;"Luonnonvarakeskuksen toimintamenot";"";81777000;;;;;;;;;;79752000;;82189000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";01;"Hallinto ja tutkimus";22;"Tutkimus ja kehittäminen";"";1943000;;;;;;;;;;1943000;;8943000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";01;"Hallinto ja tutkimus";29;"Maa- ja metsätalousministeriön hallinnonalan arvonlisäveromenot";"";30652000;;;;;;;;;;30652000;;33011510
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";01;"Hallinto ja tutkimus";66;"Kansainvälinen toiminta";"";4439000;;;;;;;;;;4439000;;4180468
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";10;"Maaseudun kehittäminen";40;"Maatalouden aloittamis- ja investointiavustukset";"";114300000;;;;;;;;;;139500000;;94245000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";10;"Maaseudun kehittäminen";41;"Maaseutuelinkeinotoiminnan korkotuki";"";40000000;;;;;;;;;;15000000;;14550765
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";10;"Maaseudun kehittäminen";42;"Luopumistuet ja -eläkkeet";"";15100000;;;;;;;;;;21800000;;28500000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";10;"Maaseudun kehittäminen";43;"Eläinten hyvinvointikorvaukset ";"";74000000;;;;;;;;;;74000000;;85400000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";10;"Maaseudun kehittäminen";50;"Valtionavustus maatalouden neuvontapalveluihin ja eräisiin muihin kehittämistoimiin";"";4356000;;;;;;;;;;5616000;;5566000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";10;"Maaseudun kehittäminen";51;"Porotalouden edistäminen";"";2569000;;;;;;;;;;2143000;;1843000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";10;"Maaseudun kehittäminen";54;"Hevostalouden edistäminen";"";39192000;;;;;;;;;;39192000;;39892000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";10;"Maaseudun kehittäminen";55;"Valtionavustus 4H-toimintaan";"";3305000;;;;;;;;;;4155000;;4105000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";10;"Maaseudun kehittäminen";63;"Maaseudun kehittäminen";"";3000000;;;;;;;;;;4300000;;2300000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";10;"Maaseudun kehittäminen";64;"EU:n ja valtion rahoitusosuus alueelliseen ja paikalliseen maaseudun kehittämiseen";"";188349000;;;;;;;;;;139016000;;212616000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";01;"Ruokaviraston toimintamenot";"";74343000;;;;;;;;;2025000;78958000;;85007000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";20;"Eläinlääkintähuolto ja kasvintuhoojien torjunta";"";5868000;;;;;;;;;;7929000;;10606169
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";40;"Maa- ja puutarhatalouden kansallinen tuki";"";350000000;;;;;;;;;;350000000;;352200000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";41;"EU-tulotuki ja EU-markkinatuki";"";522400000;;;;;;;;;;520600000;;507500427
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";42;"Turvepeltojen ilmastotoimet";"";0;;;;;;;;;;30000000;;
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";43;"Ympäristökorvaukset, luonnonmukainen tuotanto, neuvonta ja ei-tuotannolliset investoinnit";"";286816000;;;;;;;;;;286560000;;352996000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";44;"Luonnonhaittakorvaukset";"";496815000;;;;;;;;;;495884000;;637394000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";46;"EU-rahoitteinen ruokaketjun kehittäminen";"";11005000;;;;;;;;;;11030000;;11030000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";47;"Ruokaketjun kehittäminen";"";6587000;;;;;;;;;;2637000;;4255000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";49;"Ravinnekierrätyksen edistäminen biokaasutuotannolla";"";5000000;;;;;;;;;;4000000;;
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";60;"Siirto interventiorahastoon";"";400000;;;;;;;;;;400000;;400000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";20;"Maa- ja elintarviketalous";62;"Eräät valtionavustukset";"";6367000;;;;;;;;;;6467000;;6497000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";20;"Kalakannan hoitovelvoitteet";"";3000000;;;;;;;;;;2800000;;3100000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";21;"Vesivarojen käytön ja hoidon menot";"";14189000;;;;;;;;;;15847000;;14511000
